状态栈		符号栈		输入		动作
0,		$,		{	移入到1
0,1,4,7,13,31,61,105,14,32,62,13,31,61,105,14,32,62,10,29,52,91,136,207,240,9,27,42,86,60,		$,{,decls,stmts,while,(,bool,),{,decls,stmts,while,(,bool,),{,decls,stmts,if,(,bool,),{,decls,stmts,do,stmt,while,(,expr,		==	 归约58
0,1,4,7,13,31,61,105,14,32,62,13,31,61,105,14,32,62,10,29,52,91,136,207,240,9,27,42,86,58,		$,{,decls,stmts,while,(,bool,),{,decls,stmts,while,(,bool,),{,decls,stmts,if,(,bool,),{,decls,stmts,do,stmt,while,(,rel,		==	 归约56
0,1,4,7,13,31,61,105,14,32,62,13,31,61,105,14,32,62,10,29,52,91,136,207,240,9,27,42,86,56,		$,{,decls,stmts,while,(,bool,),{,decls,stmts,while,(,bool,),{,decls,stmts,if,(,bool,),{,decls,stmts,do,stmt,while,(,equality,		==	移入到96
0,1,4,7,13,31,61,105,14,32,62,13,31,61,105,14,32,62,10,29,52,91,136,207,240,9,27,42,86,56,96,		$,{,decls,stmts,while,(,bool,),{,decls,stmts,while,(,bool,),{,decls,stmts,if,(,bool,),{,decls,stmts,do,stmt,while,(,equality,==,		id	移入到47
0,1,4,7,13,31,61,105,14,32,62,13,31,61,105,14,32,62,10,29,52,91,136,207,240,9,27,42,86,56,96,47,		$,{,decls,stmts,while,(,bool,),{,decls,stmts,while,(,bool,),{,decls,stmts,if,(,bool,),{,decls,stmts,do,stmt,while,(,equality,==,id,		)	 归约57
0,1,4,7,13,31,61,105,14,32,62,13,31,61,105,14,32,62,10,29,52,91,136,207,240,9,27,42,86,56,96,57,		$,{,decls,stmts,while,(,bool,),{,decls,stmts,while,(,bool,),{,decls,stmts,if,(,bool,),{,decls,stmts,do,stmt,while,(,equality,==,loc,		)	 归约54
0,1,4,7,13,31,61,105,14,32,62,13,31,61,105,14,32,62,10,29,52,91,136,207,240,9,27,42,86,56,96,54,		$,{,decls,stmts,while,(,bool,),{,decls,stmts,while,(,bool,),{,decls,stmts,if,(,bool,),{,decls,stmts,do,stmt,while,(,equality,==,factor,		)	 归约59
0,1,4,7,13,31,61,105,14,32,62,13,31,61,105,14,32,62,10,29,52,91,136,207,240,9,27,42,86,56,96,59,		$,{,decls,stmts,while,(,bool,),{,decls,stmts,while,(,bool,),{,decls,stmts,if,(,bool,),{,decls,stmts,do,stmt,while,(,equality,==,unary,		)	 归约53
0,1,4,7,13,31,61,105,14,32,62,13,31,61,105,14,32,62,10,29,52,91,136,207,240,9,27,42,86,56,96,53,		$,{,decls,stmts,while,(,bool,),{,decls,stmts,while,(,bool,),{,decls,stmts,if,(,bool,),{,decls,stmts,do,stmt,while,(,equality,==,term,		)	 归约60
0,1,4,7,13,31,61,105,14,32,62,13,31,61,105,14,32,62,10,29,52,91,136,207,240,9,27,42,86,56,96,60,		$,{,decls,stmts,while,(,bool,),{,decls,stmts,while,(,bool,),{,decls,stmts,if,(,bool,),{,decls,stmts,do,stmt,while,(,equality,==,expr,		)	 归约144
0,1,4,7,13,31,61,105,14,32,62,13,31,61,105,14,32,62,10,29,52,91,136,207,240,9,27,42,86,56,96,144,		$,{,decls,stmts,while,(,bool,),{,decls,stmts,while,(,bool,),{,decls,stmts,if,(,bool,),{,decls,stmts,do,stmt,while,(,equality,==,rel,		)	 归约56
0,1,4,7,13,31,61,105,14,32,62,13,31,61,105,14,32,62,10,29,52,91,136,207,240,9,27,42,86,56,		$,{,decls,stmts,while,(,bool,),{,decls,stmts,while,(,bool,),{,decls,stmts,if,(,bool,),{,decls,stmts,do,stmt,while,(,equality,		)	 归约55
0,1,4,7,13,31,61,105,14,32,62,13,31,61,105,14,32,62,10,29,52,91,136,207,240,9,27,42,86,55,		$,{,decls,stmts,while,(,bool,),{,decls,stmts,while,(,bool,),{,decls,stmts,if,(,bool,),{,decls,stmts,do,stmt,while,(,join,		)	 归约129
0,1,4,7,13,31,61,105,14,32,62,13,31,61,105,14,32,62,10,29,52,91,136,207,240,9,27,42,86,129,		$,{,decls,stmts,while,(,bool,),{,decls,stmts,while,(,bool,),{,decls,stmts,if,(,bool,),{,decls,stmts,do,stmt,while,(,bool,		)	移入到202
0,1,4,7,13,31,61,105,14,32,62,13,31,61,105,14,32,62,10,29,52,91,136,207,240,9,27,42,86,129,202,		$,{,decls,stmts,while,(,bool,),{,decls,stmts,while,(,bool,),{,decls,stmts,if,(,bool,),{,decls,stmts,do,stmt,while,(,bool,),		;	移入到236
0,1,4,7,13,31,61,105,14,32,62,13,31,61,105,14,32,62,10,29,52,91,136,207,240,9,27,42,86,129,202,236,		$,{,decls,stmts,while,(,bool,),{,decls,stmts,while,(,bool,),{,decls,stmts,if,(,bool,),{,decls,stmts,do,stmt,while,(,bool,),;,		}	 归约17
0,1,4,7,13,31,61,105,14,32,62,13,31,61,105,14,32,62,10,29,52,91,136,207,240,17,		$,{,decls,stmts,while,(,bool,),{,decls,stmts,while,(,bool,),{,decls,stmts,if,(,bool,),{,decls,stmts,stmt,		}	 归约240
0,1,4,7,13,31,61,105,14,32,62,13,31,61,105,14,32,62,10,29,52,91,136,207,240,		$,{,decls,stmts,while,(,bool,),{,decls,stmts,while,(,bool,),{,decls,stmts,if,(,bool,),{,decls,stmts,		}	移入到265
0,1,4,7,13,31,61,105,14,32,62,13,31,61,105,14,32,62,10,29,52,91,136,207,240,265,		$,{,decls,stmts,while,(,bool,),{,decls,stmts,while,(,bool,),{,decls,stmts,if,(,bool,),{,decls,stmts,},		}	 归约137
0,1,4,7,13,31,61,105,14,32,62,13,31,61,105,14,32,62,10,29,52,91,137,		$,{,decls,stmts,while,(,bool,),{,decls,stmts,while,(,bool,),{,decls,stmts,if,(,bool,),block,		}	 归约138
0,1,4,7,13,31,61,105,14,32,62,13,31,61,105,14,32,62,10,29,52,91,138,		$,{,decls,stmts,while,(,bool,),{,decls,stmts,while,(,bool,),{,decls,stmts,if,(,bool,),stmt,		}	 归约17
0,1,4,7,13,31,61,105,14,32,62,13,31,61,105,14,32,62,17,		$,{,decls,stmts,while,(,bool,),{,decls,stmts,while,(,bool,),{,decls,stmts,stmt,		}	 归约62
0,1,4,7,13,31,61,105,14,32,62,13,31,61,105,14,32,62,		$,{,decls,stmts,while,(,bool,),{,decls,stmts,while,(,bool,),{,decls,stmts,		}	移入到106
0,1,4,7,13,31,61,105,14,32,62,13,31,61,105,14,32,62,106,		$,{,decls,stmts,while,(,bool,),{,decls,stmts,while,(,bool,),{,decls,stmts,},		}	 归约16
0,1,4,7,13,31,61,105,14,32,62,13,31,61,105,16,		$,{,decls,stmts,while,(,bool,),{,decls,stmts,while,(,bool,),block,		}	 归约165
0,1,4,7,13,31,61,105,14,32,62,13,31,61,105,165,		$,{,decls,stmts,while,(,bool,),{,decls,stmts,while,(,bool,),stmt,		}	 归约17
0,1,4,7,13,31,61,105,14,32,62,17,		$,{,decls,stmts,while,(,bool,),{,decls,stmts,stmt,		}	 归约62
0,1,4,7,13,31,61,105,14,32,62,		$,{,decls,stmts,while,(,bool,),{,decls,stmts,		}	移入到106
0,1,4,7,13,31,61,105,14,32,62,106,		$,{,decls,stmts,while,(,bool,),{,decls,stmts,},		}	 归约16
0,1,4,7,13,31,61,105,16,		$,{,decls,stmts,while,(,bool,),block,		}	 归约165
0,1,4,7,13,31,61,105,165,		$,{,decls,stmts,while,(,bool,),stmt,		}	 归约17
0,1,4,7,17,		$,{,decls,stmts,stmt,		}	 归约7
0,1,4,7,		$,{,decls,stmts,		}	移入到15
0,1,4,7,15,		$,{,decls,stmts,},		已全部读入	 归约2
0,2,		$,block,		已全部读入	 归约3
0,3,		$,program,		已全部读入	接受输入
